customer_id,screening_status,screening_date,screening_reference,screening_evidence_present
CUST100446,CLEAR,2026-08-01,SCR-CUST100446,True
CUST100447,CLEAR,2026-08-01,SCR-CUST100447,True
CUST100448,CLEAR,2026-08-01,SCR-CUST100448,True
CUST100449,CLEAR,2026-08-01,SCR-CUST100449,True
CUST100450,CLEAR,2026-08-01,SCR-CUST100450,True
CUST100451,CLEAR,2026-08-01,SCR-CUST100451,True
CUST100452,CLEAR,2026-08-01,SCR-CUST100452,True
CUST100453,CLEAR,2026-08-01,SCR-CUST100453,True
CUST100454,NO_MATCH,2026-08-01,SCR-CUST100454,True
CUST100455,CLEAR,2026-08-01,SCR-CUST100455,True
CUST100456,NO_MATCH,2026-08-01,SCR-CUST100456,True
CUST100457,HIGH_RISK,2026-08-01,SCR-CUST100457,True
CUST100458,CLEAR,2026-08-01,SCR-CUST100458,True
CUST100459,CLEAR,2026-08-01,SCR-CUST100459,True
CUST100460,CLEAR,2026-08-01,SCR-CUST100460,True
CUST100461,CLEAR,2026-08-01,SCR-CUST100461,True
CUST100462,CLEAR,2026-08-01,SCR-CUST100462,True
CUST100463,CLEAR,2026-08-01,SCR-CUST100463,True
CUST100464,CLEAR,2026-08-01,SCR-CUST100464,True
CUST100465,CLEAR,2026-08-01,SCR-CUST100465,True
CUST100466,CLEAR,2026-08-01,SCR-CUST100466,True
CUST100467,PENDING,2026-08-01,,False
CUST100468,CLEAR,2026-08-01,SCR-CUST100468,True
CUST100469,NO_MATCH,2026-08-01,SCR-CUST100469,True
CUST100470,CLEAR,2026-08-01,SCR-CUST100470,True
CUST100471,CLEAR,2026-08-01,SCR-CUST100471,True
CUST100472,CLEAR,2026-08-01,SCR-CUST100472,True
CUST100473,CLEAR,2026-08-01,SCR-CUST100473,True
CUST100474,CLEAR,2026-08-01,SCR-CUST100474,True
CUST100475,CLEAR,2026-08-01,SCR-CUST100475,True
CUST100476,CLEAR,2026-08-01,SCR-CUST100476,True
CUST100477,NO_MATCH,2026-08-01,SCR-CUST100477,True
CUST100478,NO_MATCH,2026-08-01,SCR-CUST100478,True
CUST100479,CLEAR,2026-08-01,SCR-CUST100479,True
CUST100480,CLEAR,2026-08-01,SCR-CUST100480,True
CUST100481,CLEAR,2026-08-01,SCR-CUST100481,True
CUST100482,CLEAR,2026-08-01,SCR-CUST100482,True
CUST100483,CLEAR,2026-08-01,SCR-CUST100483,True
CUST100484,CLEAR,2026-08-01,SCR-CUST100484,True
CUST100485,CLEAR,2026-08-01,SCR-CUST100485,True
CUST100486,CLEAR,2026-08-01,SCR-CUST100486,True
CUST100487,CLEAR,2026-08-01,SCR-CUST100487,True
CUST100488,CLEAR,2026-08-01,SCR-CUST100488,True
CUST100489,CLEAR,2026-08-01,SCR-CUST100489,True
CUST100490,CLEAR,2026-08-01,SCR-CUST100490,True
CUST100491,CLEAR,2026-08-01,SCR-CUST100491,True
CUST100492,PENDING,2026-08-01,SCR-CUST100492,True
CUST100493,CLEAR,2026-08-01,SCR-CUST100493,True
CUST100494,CLEAR,2026-08-01,SCR-CUST100494,True
CUST100495,CLEAR,2026-08-01,SCR-CUST100495,True
CUST100496,CLEAR,2026-08-01,SCR-CUST100496,True
CUST100497,CLEAR,2026-08-01,SCR-CUST100497,True
CUST100498,CLEAR,2026-08-01,SCR-CUST100498,True
CUST100499,PENDING,2026-08-01,SCR-CUST100499,True
CUST100500,CLEAR,2026-08-01,SCR-CUST100500,True
CUST100501,CLEAR,2026-08-01,SCR-CUST100501,True
CUST100502,CLEAR,2026-08-01,SCR-CUST100502,True
CUST100503,CLEAR,2026-08-01,SCR-CUST100503,True
CUST100504,CLEAR,2026-08-01,SCR-CUST100504,True
CUST100505,CLEAR,2026-08-01,SCR-CUST100505,True
CUST100506,CLEAR,2026-08-01,SCR-CUST100506,True
CUST100507,CLEAR,2026-08-01,SCR-CUST100507,True
CUST100508,CLEAR,2026-08-01,SCR-CUST100508,True
CUST100509,CLEAR,2026-08-01,SCR-CUST100509,True
CUST100510,NO_MATCH,2026-08-01,SCR-CUST100510,True
CUST100511,HIGH_RISK,2026-08-01,SCR-CUST100511,True
CUST100512,NO_MATCH,2026-08-01,SCR-CUST100512,True
CUST100513,NO_MATCH,2026-08-01,SCR-CUST100513,True
CUST100514,NO_MATCH,2026-08-01,SCR-CUST100514,True
CUST100515,CLEAR,2026-08-01,SCR-CUST100515,True
CUST100516,CLEAR,2026-08-01,SCR-CUST100516,True
CUST100517,CLEAR,2026-08-01,SCR-CUST100517,True
CUST100518,CLEAR,2026-08-01,SCR-CUST100518,True
CUST100519,CLEAR,2026-08-01,SCR-CUST100519,True
CUST100520,CLEAR,2026-08-01,SCR-CUST100520,True
CUST100521,PENDING,2026-08-01,SCR-CUST100521,True
CUST100522,CLEAR,2026-08-01,SCR-CUST100522,True
CUST100523,CLEAR,2026-08-01,SCR-CUST100523,True
CUST100524,CLEAR,2026-08-01,SCR-CUST100524,True
CUST100525,CLEAR,2026-08-01,SCR-CUST100525,True
CUST100526,CLEAR,2026-08-01,SCR-CUST100526,True
CUST100527,CLEAR,2026-08-01,SCR-CUST100527,True
CUST100528,CLEAR,2026-08-01,SCR-CUST100528,True
CUST100529,CLEAR,2026-08-01,SCR-CUST100529,True
CUST100530,CLEAR,2026-08-01,SCR-CUST100530,True
CUST100531,CLEAR,2026-08-01,SCR-CUST100531,True
CUST100532,CLEAR,2026-08-01,SCR-CUST100532,True
CUST100533,CLEAR,2026-08-01,SCR-CUST100533,True
CUST100534,CLEAR,2026-08-01,SCR-CUST100534,True
CUST100535,CLEAR,2026-08-01,SCR-CUST100535,True
CUST100536,CLEAR,2026-08-01,SCR-CUST100536,True
CUST100537,CLEAR,2026-08-01,SCR-CUST100537,True
CUST100538,CLEAR,2026-08-01,SCR-CUST100538,True
CUST100539,CLEAR,2026-08-01,SCR-CUST100539,True
CUST100540,HIGH_RISK,2026-08-01,SCR-CUST100540,True
CUST100541,CLEAR,2026-08-01,SCR-CUST100541,True
CUST100542,HIGH_RISK,2026-08-01,SCR-CUST100542,True
CUST100543,CLEAR,2026-08-01,SCR-CUST100543,True
CUST100544,CLEAR,2026-08-01,SCR-CUST100544,True
CUST100545,CLEAR,2026-08-01,SCR-CUST100545,True
CUST100546,CLEAR,2026-08-01,SCR-CUST100546,True
CUST100547,NO_MATCH,2026-08-01,SCR-CUST100547,True
CUST100548,CLEAR,2026-08-01,SCR-CUST100548,True
CUST100549,PENDING,2026-08-01,SCR-CUST100549,True
CUST100550,PENDING,2026-08-01,SCR-CUST100550,True
CUST100551,CLEAR,2026-08-01,SCR-CUST100551,True
CUST100552,CLEAR,2026-08-01,SCR-CUST100552,True
CUST100553,CLEAR,2026-08-01,SCR-CUST100553,True
CUST100554,CLEAR,2026-08-01,SCR-CUST100554,True
CUST100555,CLEAR,2026-08-01,SCR-CUST100555,True
CUST100556,CLEAR,2026-08-01,SCR-CUST100556,True
CUST100557,NO_MATCH,2026-08-01,SCR-CUST100557,True
CUST100558,CLEAR,2026-08-01,SCR-CUST100558,True
CUST100559,CLEAR,2026-08-01,SCR-CUST100559,True
CUST100560,CLEAR,2026-08-01,SCR-CUST100560,True
CUST100561,CLEAR,2026-08-01,SCR-CUST100561,True
CUST100562,HIGH_RISK,2026-08-01,SCR-CUST100562,True
CUST100563,CLEAR,2026-08-01,SCR-CUST100563,True
CUST100564,NO_MATCH,2026-08-01,SCR-CUST100564,True
CUST100565,CLEAR,2026-08-01,SCR-CUST100565,True
CUST100566,PENDING,2026-08-01,SCR-CUST100566,True
CUST100567,CLEAR,2026-08-01,SCR-CUST100567,True
CUST100568,CLEAR,2026-08-01,SCR-CUST100568,True
CUST100569,CLEAR,2026-08-01,SCR-CUST100569,True
CUST100570,CLEAR,2026-08-01,SCR-CUST100570,True
CUST100571,CLEAR,2026-08-01,SCR-CUST100571,True
CUST100572,CLEAR,2026-08-01,SCR-CUST100572,True
CUST100573,CLEAR,2026-08-01,SCR-CUST100573,True
CUST100574,CLEAR,2026-08-01,SCR-CUST100574,True
CUST100575,CLEAR,2026-08-01,SCR-CUST100575,True
CUST100576,CLEAR,2026-08-01,SCR-CUST100576,True
CUST100577,CLEAR,2026-08-01,SCR-CUST100577,True
CUST100578,CLEAR,2026-08-01,SCR-CUST100578,True
CUST100579,CLEAR,2026-08-01,SCR-CUST100579,True
CUST100580,CLEAR,2026-08-01,SCR-CUST100580,True
CUST100581,CLEAR,2026-08-01,SCR-CUST100581,True
CUST100582,CLEAR,2026-08-01,SCR-CUST100582,True
CUST100583,CLEAR,2026-08-01,SCR-CUST100583,True
CUST100584,NO_MATCH,2026-08-01,SCR-CUST100584,True
CUST100585,CLEAR,2026-08-01,SCR-CUST100585,True
CUST100586,CLEAR,2026-08-01,SCR-CUST100586,True
CUST100587,CLEAR,2026-08-01,SCR-CUST100587,True
CUST100588,CLEAR,2026-08-01,SCR-CUST100588,True
CUST100589,CLEAR,2026-08-01,SCR-CUST100589,True
CUST100590,CLEAR,2026-08-01,SCR-CUST100590,True
CUST100591,CLEAR,2026-08-01,SCR-CUST100591,True
CUST100592,CLEAR,2026-08-01,SCR-CUST100592,True
CUST100593,CLEAR,2026-08-01,SCR-CUST100593,True
CUST100594,CLEAR,2026-08-01,SCR-CUST100594,True
CUST100595,NO_MATCH,2026-08-01,SCR-CUST100595,True
CUST100596,PENDING,2026-08-01,SCR-CUST100596,True
CUST100597,HIGH_RISK,2026-08-01,SCR-CUST100597,True
CUST100598,NO_MATCH,2026-08-01,SCR-CUST100598,True
CUST100599,CLEAR,2026-08-01,SCR-CUST100599,True
CUST100600,CLEAR,2026-08-01,SCR-CUST100600,True
CUST100601,CLEAR,2026-08-01,SCR-CUST100601,True
CUST100602,CLEAR,2026-08-01,SCR-CUST100602,True
CUST100603,CLEAR,2026-08-01,SCR-CUST100603,True
CUST100604,NO_MATCH,2026-08-01,SCR-CUST100604,True
CUST100605,CLEAR,2026-08-01,SCR-CUST100605,True
CUST100606,CLEAR,2026-08-01,SCR-CUST100606,True
CUST100607,CLEAR,2026-08-01,SCR-CUST100607,True
CUST100608,CLEAR,2026-08-01,SCR-CUST100608,True
CUST100609,CLEAR,2026-08-01,SCR-CUST100609,True
CUST100610,CLEAR,2026-08-01,SCR-CUST100610,True
CUST100611,CLEAR,2026-08-01,SCR-CUST100611,True
CUST100612,CLEAR,2026-08-01,SCR-CUST100612,True
CUST100613,HIGH_RISK,2026-08-01,SCR-CUST100613,True
CUST100614,CLEAR,2026-08-01,SCR-CUST100614,True
CUST100615,CLEAR,2026-08-01,SCR-CUST100615,True
CUST100616,CLEAR,2026-08-01,SCR-CUST100616,True
CUST100617,CLEAR,2026-08-01,SCR-CUST100617,True
CUST100618,CLEAR,2026-08-01,SCR-CUST100618,True
CUST100619,NO_MATCH,2026-08-01,SCR-CUST100619,True
CUST100620,CLEAR,2026-08-01,SCR-CUST100620,True
CUST100621,CLEAR,2026-08-01,SCR-CUST100621,True
CUST100622,CLEAR,2026-08-01,SCR-CUST100622,True
CUST100623,CLEAR,2026-08-01,SCR-CUST100623,True
CUST100624,CLEAR,2026-08-01,SCR-CUST100624,True
CUST100625,CLEAR,2026-08-01,SCR-CUST100625,True
CUST100626,HIGH_RISK,2026-08-01,SCR-CUST100626,True
CUST100627,CLEAR,2026-08-01,SCR-CUST100627,True
CUST100628,CLEAR,2026-08-01,SCR-CUST100628,True
CUST100629,CLEAR,2026-08-01,SCR-CUST100629,True
CUST100630,CLEAR,2026-08-01,SCR-CUST100630,True
CUST100631,NO_MATCH,2026-08-01,SCR-CUST100631,True
CUST100632,CLEAR,2026-08-01,SCR-CUST100632,True
CUST100633,CLEAR,2026-08-01,SCR-CUST100633,True
CUST100634,CLEAR,2026-08-01,SCR-CUST100634,True
CUST100635,CLEAR,2026-08-01,SCR-CUST100635,True
CUST100636,CLEAR,2026-08-01,SCR-CUST100636,True
CUST100637,CLEAR,2026-08-01,SCR-CUST100637,True
CUST100638,CLEAR,2026-08-01,SCR-CUST100638,True
CUST100639,CLEAR,2026-08-01,SCR-CUST100639,True
CUST100640,CLEAR,2026-08-01,SCR-CUST100640,True
CUST100641,CLEAR,2026-08-01,SCR-CUST100641,True
CUST100642,CLEAR,2026-08-01,SCR-CUST100642,True
CUST100643,CLEAR,2026-08-01,SCR-CUST100643,True
CUST100644,CLEAR,2026-08-01,SCR-CUST100644,True
CUST100645,CLEAR,2026-08-01,SCR-CUST100645,True
CUST100646,CLEAR,2026-08-01,SCR-CUST100646,True
CUST100647,CLEAR,2026-08-01,SCR-CUST100647,True
CUST100648,CLEAR,2026-08-01,SCR-CUST100648,True
CUST100649,PENDING,2026-08-01,SCR-CUST100649,True
CUST100650,CLEAR,2026-08-01,SCR-CUST100650,True
CUST100651,CLEAR,2026-08-01,SCR-CUST100651,True
CUST100652,CLEAR,2026-08-01,SCR-CUST100652,True
CUST100653,CLEAR,2026-08-01,SCR-CUST100653,True
CUST100654,CLEAR,2026-08-01,SCR-CUST100654,True
CUST100655,CLEAR,2026-08-01,SCR-CUST100655,True
CUST100656,CLEAR,2026-08-01,SCR-CUST100656,True
CUST100657,CLEAR,2026-08-01,SCR-CUST100657,True
CUST100658,PENDING,2026-08-01,SCR-CUST100658,True
CUST100659,CLEAR,2026-08-01,SCR-CUST100659,True
CUST100660,CLEAR,2026-08-01,SCR-CUST100660,True
CUST100661,NO_MATCH,2026-08-01,SCR-CUST100661,True
CUST100662,HIGH_RISK,2026-08-01,SCR-CUST100662,True
CUST100663,CLEAR,2026-08-01,SCR-CUST100663,True
CUST100664,CLEAR,2026-08-01,SCR-CUST100664,True
CUST100665,CLEAR,2026-08-01,SCR-CUST100665,True
CUST100666,CLEAR,2026-08-01,SCR-CUST100666,True
CUST100667,CLEAR,2026-08-01,SCR-CUST100667,True
CUST100668,CLEAR,2026-08-01,SCR-CUST100668,True
CUST100669,CLEAR,2026-08-01,SCR-CUST100669,True
CUST100670,CLEAR,2026-08-01,SCR-CUST100670,True
CUST100671,CLEAR,2026-08-01,SCR-CUST100671,True
CUST100672,CLEAR,2026-08-01,SCR-CUST100672,True
CUST100673,CLEAR,2026-08-01,SCR-CUST100673,True
CUST100674,CLEAR,2026-08-01,SCR-CUST100674,True
CUST100675,PENDING,2026-08-01,SCR-CUST100675,True
CUST100676,CLEAR,2026-08-01,SCR-CUST100676,True
CUST100677,CLEAR,2026-08-01,SCR-CUST100677,True
CUST100678,CLEAR,2026-08-01,SCR-CUST100678,True
CUST100679,CLEAR,2026-08-01,SCR-CUST100679,True
CUST100680,CLEAR,2026-08-01,SCR-CUST100680,True
CUST100681,CLEAR,2026-08-01,SCR-CUST100681,True
CUST100682,CLEAR,2026-08-01,SCR-CUST100682,True
CUST100683,CLEAR,2026-08-01,SCR-CUST100683,True
CUST100684,CLEAR,2026-08-01,SCR-CUST100684,True
CUST100685,CLEAR,2026-08-01,SCR-CUST100685,True
CUST100686,CLEAR,2026-08-01,SCR-CUST100686,True
CUST100687,NO_MATCH,2026-08-01,SCR-CUST100687,True
CUST100688,CLEAR,2026-08-01,SCR-CUST100688,True
CUST100689,CLEAR,2026-08-01,SCR-CUST100689,True
CUST100690,PENDING,2026-08-01,,False
CUST100691,CLEAR,2026-08-01,SCR-CUST100691,True
CUST100692,CLEAR,2026-08-01,SCR-CUST100692,True
CUST100693,CLEAR,2026-08-01,SCR-CUST100693,True
CUST100694,CLEAR,2026-08-01,SCR-CUST100694,True
CUST100695,CLEAR,2026-08-01,SCR-CUST100695,True
CUST100696,CLEAR,2026-08-01,SCR-CUST100696,True
CUST100697,CLEAR,2026-08-01,SCR-CUST100697,True
CUST100698,CLEAR,2026-08-01,SCR-CUST100698,True
CUST100699,CLEAR,2026-08-01,SCR-CUST100699,True
CUST100700,HIGH_RISK,2026-08-01,SCR-CUST100700,True
CUST100701,CLEAR,2026-08-01,SCR-CUST100701,True
CUST100702,CLEAR,2026-08-01,SCR-CUST100702,True
CUST100703,CLEAR,2026-08-01,SCR-CUST100703,True
CUST100704,CLEAR,2026-08-01,SCR-CUST100704,True
CUST100705,CLEAR,2026-08-01,SCR-CUST100705,True
CUST100706,CLEAR,2026-08-01,SCR-CUST100706,True
CUST100707,CLEAR,2026-08-01,SCR-CUST100707,True
CUST100708,CLEAR,2026-08-01,SCR-CUST100708,True
CUST100709,CLEAR,2026-08-01,SCR-CUST100709,True
CUST100710,PENDING,2026-08-01,SCR-CUST100710,True
CUST100711,CLEAR,2026-08-01,SCR-CUST100711,True
CUST100712,NO_MATCH,2026-08-01,SCR-CUST100712,True
CUST100713,CLEAR,2026-08-01,SCR-CUST100713,True
CUST100714,PENDING,2026-08-01,SCR-CUST100714,True
CUST100715,CLEAR,2026-08-01,SCR-CUST100715,True
CUST100716,CLEAR,2026-08-01,SCR-CUST100716,True
CUST100717,CLEAR,2026-08-01,SCR-CUST100717,True
CUST100718,NO_MATCH,2026-08-01,SCR-CUST100718,True
CUST100719,CLEAR,2026-08-01,SCR-CUST100719,True
CUST100720,CLEAR,2026-08-01,SCR-CUST100720,True
CUST100721,CLEAR,2026-08-01,SCR-CUST100721,True
CUST100722,PENDING,2026-08-01,SCR-CUST100722,True
CUST100723,CLEAR,2026-08-01,SCR-CUST100723,True
CUST100724,CLEAR,2026-08-01,SCR-CUST100724,True
CUST100725,CLEAR,2026-08-01,SCR-CUST100725,True
CUST100726,NO_MATCH,2026-08-01,SCR-CUST100726,True
CUST100727,CLEAR,2026-08-01,SCR-CUST100727,True
CUST100728,CLEAR,2026-08-01,SCR-CUST100728,True
CUST100729,CLEAR,2026-08-01,SCR-CUST100729,True
CUST100730,NO_MATCH,2026-08-01,SCR-CUST100730,True
CUST100731,NO_MATCH,2026-08-01,SCR-CUST100731,True
CUST100732,CLEAR,2026-08-01,SCR-CUST100732,True
CUST100733,CLEAR,2026-08-01,SCR-CUST100733,True
CUST100734,CLEAR,2026-08-01,SCR-CUST100734,True
CUST100735,NO_MATCH,2026-08-01,SCR-CUST100735,True
CUST100736,CLEAR,2026-08-01,SCR-CUST100736,True
CUST100737,CLEAR,2026-08-01,SCR-CUST100737,True
CUST100738,CLEAR,2026-08-01,SCR-CUST100738,True
CUST100739,CLEAR,2026-08-01,SCR-CUST100739,True
CUST100740,CLEAR,2026-08-01,SCR-CUST100740,True
CUST100741,CLEAR,2026-08-01,SCR-CUST100741,True
CUST100742,PENDING,2026-08-01,SCR-CUST100742,True
CUST100743,CLEAR,2026-08-01,SCR-CUST100743,True
CUST100744,CLEAR,2026-08-01,SCR-CUST100744,True
CUST100745,CLEAR,2026-08-01,SCR-CUST100745,True
CUST100746,CLEAR,2026-08-01,SCR-CUST100746,True
CUST100747,PENDING,2026-08-01,SCR-CUST100747,True
CUST100748,CLEAR,2026-08-01,SCR-CUST100748,True
CUST100749,CLEAR,2026-08-01,SCR-CUST100749,True
CUST100750,CLEAR,2026-08-01,SCR-CUST100750,True
CUST100751,CLEAR,2026-08-01,SCR-CUST100751,True
CUST100752,CLEAR,2026-08-01,SCR-CUST100752,True
CUST100753,CLEAR,2026-08-01,SCR-CUST100753,True
CUST100754,CLEAR,2026-08-01,SCR-CUST100754,True
CUST100755,CLEAR,2026-08-01,SCR-CUST100755,True
CUST100756,CLEAR,2026-08-01,SCR-CUST100756,True
CUST100757,CLEAR,2026-08-01,SCR-CUST100757,True
CUST100758,NO_MATCH,2026-08-01,SCR-CUST100758,True
CUST100759,CLEAR,2026-08-01,SCR-CUST100759,True
CUST100760,NO_MATCH,2026-08-01,SCR-CUST100760,True
CUST100761,CLEAR,2026-08-01,SCR-CUST100761,True
CUST100762,CLEAR,2026-08-01,SCR-CUST100762,True
CUST100763,CLEAR,2026-08-01,SCR-CUST100763,True
CUST100764,CLEAR,2026-08-01,SCR-CUST100764,True
CUST100765,CLEAR,2026-08-01,SCR-CUST100765,True
CUST100766,CLEAR,2026-08-01,SCR-CUST100766,True
CUST100767,CLEAR,2026-08-01,SCR-CUST100767,True
CUST100768,CLEAR,2026-08-01,SCR-CUST100768,True
CUST100769,CLEAR,2026-08-01,SCR-CUST100769,True
CUST100770,NO_MATCH,2026-08-01,SCR-CUST100770,True
CUST100771,NO_MATCH,2026-08-01,SCR-CUST100771,True
CUST100772,CLEAR,2026-08-01,SCR-CUST100772,True
CUST100773,CLEAR,2026-08-01,SCR-CUST100773,True
CUST100774,CLEAR,2026-08-01,SCR-CUST100774,True
CUST100775,CLEAR,2026-08-01,SCR-CUST100775,True
CUST100776,CLEAR,2026-08-01,SCR-CUST100776,True
CUST100777,HIGH_RISK,2026-08-01,SCR-CUST100777,True
CUST100778,CLEAR,2026-08-01,SCR-CUST100778,True
CUST100779,NO_MATCH,2026-08-01,SCR-CUST100779,True
CUST100780,CLEAR,2026-08-01,SCR-CUST100780,True
CUST100781,CLEAR,2026-08-01,SCR-CUST100781,True
CUST100782,NO_MATCH,2026-08-01,SCR-CUST100782,True
CUST100783,CLEAR,2026-08-01,SCR-CUST100783,True
CUST100784,CLEAR,2026-08-01,SCR-CUST100784,True
CUST100785,NO_MATCH,2026-08-01,SCR-CUST100785,True
CUST100786,NO_MATCH,2026-08-01,SCR-CUST100786,True
CUST100787,CLEAR,2026-08-01,SCR-CUST100787,True
CUST100788,CLEAR,2026-08-01,SCR-CUST100788,True
CUST100789,CLEAR,2026-08-01,SCR-CUST100789,True
CUST100790,CLEAR,2026-08-01,SCR-CUST100790,True
CUST100791,CLEAR,2026-08-01,SCR-CUST100791,True
CUST100792,CLEAR,2026-08-01,SCR-CUST100792,True
CUST100793,CLEAR,2026-08-01,SCR-CUST100793,True
CUST100794,CLEAR,2026-08-01,SCR-CUST100794,True
CUST100795,CLEAR,2026-08-01,SCR-CUST100795,True
CUST100796,CLEAR,2026-08-01,SCR-CUST100796,True
CUST100797,CLEAR,2026-08-01,SCR-CUST100797,True
CUST100798,CLEAR,2026-08-01,SCR-CUST100798,True
CUST100799,CLEAR,2026-08-01,SCR-CUST100799,True
CUST100800,CLEAR,2026-08-01,SCR-CUST100800,True
CUST100801,CLEAR,2026-08-01,SCR-CUST100801,True
CUST100802,CLEAR,2026-08-01,SCR-CUST100802,True
CUST100803,CLEAR,2026-08-01,SCR-CUST100803,True
CUST100804,CLEAR,2026-08-01,SCR-CUST100804,True
CUST100805,CLEAR,2026-08-01,SCR-CUST100805,True
CUST100806,CLEAR,2026-08-01,SCR-CUST100806,True
CUST100807,CLEAR,2026-08-01,SCR-CUST100807,True
CUST100808,NO_MATCH,2026-08-01,SCR-CUST100808,True
CUST100809,CLEAR,2026-08-01,SCR-CUST100809,True
CUST100810,CLEAR,2026-08-01,SCR-CUST100810,True
CUST100811,CLEAR,2026-08-01,SCR-CUST100811,True
CUST100812,CLEAR,2026-08-01,SCR-CUST100812,True
CUST100813,CLEAR,2026-08-01,SCR-CUST100813,True
CUST100814,CLEAR,2026-08-01,SCR-CUST100814,True
CUST100815,CLEAR,2026-08-01,SCR-CUST100815,True
CUST100816,CLEAR,2026-08-01,SCR-CUST100816,True
CUST100817,CLEAR,2026-08-01,SCR-CUST100817,True
CUST100818,CLEAR,2026-08-01,SCR-CUST100818,True
CUST100819,PENDING,2026-08-01,SCR-CUST100819,True
CUST100820,CLEAR,2026-08-01,SCR-CUST100820,True
CUST100821,CLEAR,2026-08-01,SCR-CUST100821,True
CUST100822,CLEAR,2026-08-01,SCR-CUST100822,True
CUST100823,CLEAR,2026-08-01,SCR-CUST100823,True
CUST100824,CLEAR,2026-08-01,SCR-CUST100824,True
CUST100825,CLEAR,2026-08-01,SCR-CUST100825,True
CUST100826,CLEAR,2026-08-01,SCR-CUST100826,True
CUST100827,CLEAR,2026-08-01,SCR-CUST100827,True
CUST100828,NO_MATCH,2026-08-01,SCR-CUST100828,True
CUST100829,CLEAR,2026-08-01,SCR-CUST100829,True
CUST100830,CLEAR,2026-08-01,SCR-CUST100830,True
CUST100831,CLEAR,2026-08-01,SCR-CUST100831,True
CUST100832,CLEAR,2026-08-01,SCR-CUST100832,True
CUST100833,CLEAR,2026-08-01,SCR-CUST100833,True
CUST100834,CLEAR,2026-08-01,SCR-CUST100834,True
CUST100835,CLEAR,2026-08-01,SCR-CUST100835,True
CUST100836,CLEAR,2026-08-01,SCR-CUST100836,True
CUST100837,CLEAR,2026-08-01,SCR-CUST100837,True
CUST100838,CLEAR,2026-08-01,SCR-CUST100838,True
CUST100839,CLEAR,2026-08-01,SCR-CUST100839,True
CUST100840,CLEAR,2026-08-01,SCR-CUST100840,True
CUST100841,CLEAR,2026-08-01,SCR-CUST100841,True
CUST100842,CLEAR,2026-08-01,SCR-CUST100842,True
CUST100843,CLEAR,2026-08-01,SCR-CUST100843,True
CUST100844,NO_MATCH,2026-08-01,SCR-CUST100844,True
CUST100845,CLEAR,2026-08-01,SCR-CUST100845,True
CUST100846,CLEAR,2026-08-01,SCR-CUST100846,True
CUST100847,CLEAR,2026-08-01,SCR-CUST100847,True
CUST100848,CLEAR,2026-08-01,SCR-CUST100848,True
CUST100849,CLEAR,2026-08-01,SCR-CUST100849,True
CUST100850,CLEAR,2026-08-01,SCR-CUST100850,True
CUST100851,CLEAR,2026-08-01,SCR-CUST100851,True
CUST100852,CLEAR,2026-08-01,SCR-CUST100852,True
CUST100853,CLEAR,2026-08-01,SCR-CUST100853,True
CUST100854,CLEAR,2026-08-01,SCR-CUST100854,True
CUST100855,CLEAR,2026-08-01,SCR-CUST100855,True
CUST100856,CLEAR,2026-08-01,SCR-CUST100856,True
CUST100857,CLEAR,2026-08-01,SCR-CUST100857,True
CUST100858,CLEAR,2026-08-01,SCR-CUST100858,True
CUST100859,CLEAR,2026-08-01,SCR-CUST100859,True
CUST100860,CLEAR,2026-08-01,SCR-CUST100860,True
CUST100861,CLEAR,2026-08-01,SCR-CUST100861,True
CUST100862,CLEAR,2026-08-01,SCR-CUST100862,True
CUST100863,CLEAR,2026-08-01,SCR-CUST100863,True
CUST100864,NO_MATCH,2026-08-01,SCR-CUST100864,True
CUST100865,CLEAR,2026-08-01,SCR-CUST100865,True
CUST100866,CLEAR,2026-08-01,SCR-CUST100866,True
CUST100867,CLEAR,2026-08-01,SCR-CUST100867,True
CUST100868,CLEAR,2026-08-01,SCR-CUST100868,True
CUST100869,CLEAR,2026-08-01,SCR-CUST100869,True
CUST100870,CLEAR,2026-08-01,SCR-CUST100870,True
CUST100871,CLEAR,2026-08-01,SCR-CUST100871,True
CUST100872,CLEAR,2026-08-01,SCR-CUST100872,True
CUST100873,CLEAR,2026-08-01,SCR-CUST100873,True
CUST100874,NO_MATCH,2026-08-01,SCR-CUST100874,True
CUST100875,CLEAR,2026-08-01,SCR-CUST100875,True
CUST100876,CLEAR,2026-08-01,SCR-CUST100876,True
CUST100877,NO_MATCH,2026-08-01,SCR-CUST100877,True
CUST100878,CLEAR,2026-08-01,SCR-CUST100878,True
CUST100879,CLEAR,2026-08-01,SCR-CUST100879,True
CUST100880,CLEAR,2026-08-01,SCR-CUST100880,True
CUST100881,NO_MATCH,2026-08-01,SCR-CUST100881,True
CUST100882,CLEAR,2026-08-01,SCR-CUST100882,True
CUST100883,CLEAR,2026-08-01,SCR-CUST100883,True
CUST100884,NO_MATCH,2026-08-01,SCR-CUST100884,True
CUST100885,CLEAR,2026-08-01,SCR-CUST100885,True
CUST100886,NO_MATCH,2026-08-01,SCR-CUST100886,True
CUST100887,PENDING,2026-08-01,SCR-CUST100887,True
CUST100888,NO_MATCH,2026-08-01,SCR-CUST100888,True
CUST100889,CLEAR,2026-08-01,SCR-CUST100889,True
CUST100890,CLEAR,2026-08-01,SCR-CUST100890,True
CUST100891,CLEAR,2026-08-01,SCR-CUST100891,True
CUST100892,CLEAR,2026-08-01,SCR-CUST100892,True
